 QueryID,TargetID,Identity,Coverage,QueryLength,MisMatch,Gaps,Evalue,BitScore,HomologyScore
PF3D7_1417300,sp|Q9Y4P1|ATG4B_HUMAN,28.662,157,1124,94,8,0.000000989,53.5,400.35
PF3D7_1417500,tr|A0A8Q3SIY6|A0A8Q3SIY6_HUMAN,61.282,390,466,151,0,2.52E-180,514,5128.751073
PF3D7_1417600,sp|Q86VE3|SATL1_HUMAN,21.17,581,4662,404,11,2.18E-25,116,263.8303303
PF3D7_1417800,sp|P49736|MCM2_HUMAN,41.803,732,971,367,13,2.19E-178,542,3151.36931
PF3D7_1418000,sp|Q92890|UFD1_HUMAN,42.739,241,282,118,4,8.65E-63,201,3652.517376
PF3D7_1418300,sp|P0DP25|CALM3_HUMAN,24.823,141,136,96,3,0.00000147,45.8,2573.561029
PF3D7_1418900,sp|Q13206|DDX10_HUMAN,37.991,458,876,262,10,5.22E-96,321,1986.287443
PF3D7_1419100,sp|Q8NHQ9|DDX55_HUMAN,24.412,340,1041,205,11,2.27E-14,78.6,797.3179635
PF3D7_1419300,sp|Q16772|GSTA3_HUMAN,30.288,208,211,130,4,4.13E-23,93.6,2985.736493
PF3D7_1419800,sp|P00390|GSHR_HUMAN,40.157,508,500,240,12,3.78E-111,340,4079.9512
PF3D7_1419900,sp|Q96MU7|YTDC1_HUMAN,33.813,139,572,88,1,1.65E-18,90.5,821.6795455
PF3D7_1420000,sp|Q15427|SF3B4_HUMAN,54.922,193,484,85,2,3.33E-72,235,2190.071488
PF3D7_1420200,sp|Q9H3U1|UN45A_HUMAN,23.318,223,1245,153,8,0.0000149,50.4,417.6637751
PF3D7_1420300,sp|Q5SXM8|DNLZ_HUMAN,50,78,302,36,2,2.16E-21,90.1,1291.390728
PF3D7_1420400,tr|A0A6Q8PGW4|A0A6Q8PGW4_HUMAN,44.09,533,889,253,8,2.30E-147,449,2643.416198
PF3D7_1420500,sp|Q9BVG4|PBDC1_HUMAN,38.71,62,1176,38,0,0.0000648,47,204.0833333
PF3D7_1420600,tr|H0YA26|H0YA26_HUMAN,25.714,210,519,144,4,2.26E-20,95.1,1040.450867
PF3D7_1420900,sp|Q9Y5P6|GMPPB_HUMAN,38.213,403,408,196,5,1.02E-91,281,3774.470343
PF3D7_1421200,sp|P62851|RS25_HUMAN,40.506,79,105,45,2,0.00000084,45.1,3047.594286
PF3D7_1421400,tr|Q05DB8|Q05DB8_HUMAN,25.283,265,288,166,5,8.76E-22,93.2,2326.387153
PF3D7_1422300,tr|A0A7P0T9E8|A0A7P0T9E8_HUMAN,37.363,91,354,45,4,0.000018,45.4,960.4612994
PF3D7_1422500,sp|Q86TM6|SYVN1_HUMAN,25.449,334,510,219,10,3.46E-30,125,1666.66
PF3D7_1422800,tr|A0A6Q8PFE4|A0A6Q8PFE4_HUMAN,43.537,147,522,72,5,4.90E-29,118,1226.041954
PF3D7_1423000,sp|Q13823|NOG2_HUMAN,41.425,449,487,240,7,9.86E-124,378,3819.265914
PF3D7_1423100,tr|A0A5F9ZH58|A0A5F9ZH58_HUMAN,27.541,305,592,207,8,1.59E-25,113,1418.919764
PF3D7_1423200,tr|A0A8I5KP46|A0A8I5KP46_HUMAN,43.333,180,446,97,3,3.09E-48,170,1748.865471
PF3D7_1423300,tr|H0YDU8|H0YDU8_HUMAN,37.342,316,959,180,7,1.54E-60,215,1230.455892
PF3D7_1423600,sp|P11801|KPSH1_HUMAN,35.338,266,284,160,5,1.78E-56,188,3309.826761
PF3D7_1423800,sp|Q8WUH2|TGFA1_HUMAN,26.415,106,1468,76,1,7.14E-10,65.1,190.7350136
PF3D7_1424100,sp|P46777|RL5_HUMAN,57.312,253,294,103,2,4.93E-92,275,4931.95102
PF3D7_1424400,sp|P62424|RL7A_HUMAN,50.41,244,283,112,4,1.74E-77,237,4346.303887
PF3D7_1425200,sp|Q86YB7|ECHD2_HUMAN,26.531,147,406,99,3,2.99E-13,70.9,960.6051724
PF3D7_1425400,sp|Q8TDG4|HELQ_HUMAN,31.474,251,1236,142,9,7.13E-25,113,639.1564725
PF3D7_1425500,sp|A6NNX1|RIAD1_HUMAN,33.871,62,175,41,0,0.000000127,48.1,1200.001143
PF3D7_1426000,sp|P46778|RL21_HUMAN,41.83,153,161,89,0,1.48E-36,124,3975.149068
PF3D7_1426100,sp|P20290|BTF3_HUMAN,36.424,151,171,80,6,5.26E-19,80.9,3216.388304
PF3D7_1426200,sp|Q9NR22|ANM8_HUMAN,49.508,305,401,154,0,9.33E-104,313,3765.571072
PF3D7_1426300,sp|Q9GZS0|DNAI2_HUMAN,27.692,585,605,355,11,2.89E-74,249,2677.656198
PF3D7_1426400,sp|Q5VZ52|MORN5_HUMAN,36.111,144,148,80,5,2.45E-18,77.4,3513.502703
PF3D7_1426500,sp|Q9UNQ0|ABCG2_HUMAN,28.205,585,660,376,16,5.96E-57,205,2499.988636
PF3D7_1427500,tr|A0A2R8Y713|A0A2R8Y713_HUMAN,33.931,725,811,445,10,1.06E-136,428,3033.289149
PF3D7_1427600,sp|Q9HD23|MRS2_HUMAN,29.032,124,478,86,2,2.75E-09,60.1,753.1313808
PF3D7_1427800,sp|Q9NPD3|EXOS4_HUMAN,32.636,239,246,151,3,2.96E-43,147,3170.733333
PF3D7_1427900,tr|H0YN26|H0YN26_HUMAN,34.459,148,281,87,5,9.02E-08,52,1814.92242
PF3D7_1428300,sp|Q9UQ80|PA2G4_HUMAN,33.894,357,377,228,6,3.94E-67,218,3209.590981
PF3D7_1428400,sp|Q8N5D0|WDTC1_HUMAN,23.564,505,2020,286,13,1.44E-22,106,589.1
PF3D7_1428500,sp|Q9P2K8|E2AK4_HUMAN,30.588,85,2353,53,3,0.00000013,58.5,110.4963876
PF3D7_1428600,sp|Q9UGC7|RF1ML_HUMAN,38.017,242,304,140,4,1.99E-41,148,3026.353289
PF3D7_1428700,tr|A0A0A0MRM6|A0A0A0MRM6_HUMAN,43.902,41,433,23,0,4.34E-08,52,415.7002309
PF3D7_1428800,sp|P62380|TBPL1_HUMAN,26.19,168,367,88,4,1.02E-10,61.2,1198.888283
PF3D7_1429000,sp|Q8IWT0|ARCH_HUMAN,32.927,164,237,108,2,1.57E-30,112,2278.492827
PF3D7_1429400,sp|Q13395|TARB1_HUMAN,45.026,191,2779,98,4,2.36E-42,173,309.4626125
PF3D7_1429500,tr|K7EQQ6|K7EQQ6_HUMAN,52.941,34,744,16,0,0.0000331,42.7,241.9346774
PF3D7_1429700,sp|Q9P015|RM15_HUMAN,29.07,172,366,112,3,2.06E-13,70.9,1366.131148
PF3D7_1429800,sp|P53618|COPB_HUMAN,32.903,310,1370,161,4,3.68E-43,172,744.520438
PF3D7_1429900,sp|Q14191|WRN_HUMAN,35.874,446,1440,234,12,1.30E-73,271,1111.0975
PF3D7_1430100,tr|F6WIT2|F6WIT2_HUMAN,33.333,300,319,177,3,2.11E-59,192,3134.76489
PF3D7_1430200,sp|P14091|CATE_HUMAN,27.82,399,627,207,12,7.12E-43,159,1770.363636
PF3D7_1430300,tr|A0A8V8TMN4|A0A8V8TMN4_HUMAN,45.646,379,2657,180,5,6.79E-95,337,651.1040271
PF3D7_1430600,sp|Q9UBZ4|APEX2_HUMAN,22.14,271,876,130,11,1.55E-11,68.9,684.9246575
PF3D7_1430700,sp|P49448|DHE4_HUMAN,30.471,361,510,225,7,1.38E-41,157,2156.868824
PF3D7_1430900,sp|P00403|COX2_HUMAN,53.061,98,172,46,0,1.55E-32,116,3023.243023
PF3D7_1431000,sp|Q9NRX2|RM17_HUMAN,29.825,114,257,77,3,0.0000183,45.1,1322.976654
PF3D7_1431300,sp|Q9H089|LSG1_HUMAN,31.973,441,833,273,9,2.95E-65,231,1692.688235
PF3D7_1431500,sp|Q8TD08|MK15_HUMAN,46.176,340,914,181,2,3.29E-104,335,1717.706783
PF3D7_1431600,sp|Q9P2R7|SUCB1_HUMAN,46.024,415,462,219,2,9.15E-137,402,4134.190476
PF3D7_1431700,tr|E7EPB3|E7EPB3_HUMAN,32.203,118,165,79,1,6.46E-19,78.6,2303.002424
PF3D7_1431800,sp|P49961|ENTP1_HUMAN,29.741,232,874,134,5,1.09E-23,107,789.4636156
PF3D7_1431900,sp|Q8N4M1|CTL3_HUMAN,19.449,653,732,428,20,4.19E-08,57.8,1734.99959
PF3D7_1432000,sp|P32856|STX2_HUMAN,26.772,127,442,88,3,6.46E-09,57.8,769.240724
PF3D7_1432300,sp|Q9UI26|IPO11_HUMAN,21.827,197,1639,145,4,9.91E-10,64.7,262.3501525
PF3D7_1432400,sp|Q6ZRR7|LRRC9_HUMAN,24.362,431,1504,279,8,2.98E-13,76.3,698.1397606
PF3D7_1432500,sp|Q5T280|CI114_HUMAN,31.25,368,444,165,14,4.57E-43,156,2590.09009
PF3D7_1432700,sp|P22061|PIMT_HUMAN,39.189,222,224,125,5,3.46E-44,148,3883.909821
PF3D7_1433000,tr|A0A8V8TQE5|A0A8V8TQE5_HUMAN,61.111,54,55,19,1,2.28E-17,68.6,5999.989091
PF3D7_1433100,sp|Q8IV36|HID1_HUMAN,24.528,159,1123,112,2,6.21E-11,67.8,347.2797863
PF3D7_1433300,sp|Q16576|RBBP7_HUMAN,31.463,410,428,264,7,4.34E-73,236,3013.978972
PF3D7_1433500,sp|P11388|TOP2A_HUMAN,48.44,1218,1472,542,17,0,1127,4008.146739
PF3D7_1433600,tr|A0A5F9YFS9|A0A5F9YFS9_HUMAN,37.037,81,101,51,0,4.94E-16,68.2,2970.294059
PF3D7_1434000,sp|Q8WWZ4|ABCAA_HUMAN,27.397,219,257,118,7,8.21E-14,72,2334.608171
PF3D7_1434100,sp|Q9H974|QTRT2_HUMAN,24.199,281,407,198,7,7.91E-14,73.6,1670.741769
PF3D7_1434200,sp|P0DP25|CALM3_HUMAN,89.262,149,149,16,0,5.09E-96,274,8926.2
PF3D7_1434300,sp|P31948|STIP1_HUMAN,37.522,565,564,325,8,1.21E-107,333,3758.852837
PF3D7_1434500,sp|Q9NU22|MDN1_HUMAN,41.892,296,8105,155,6,1.27E-67,259,152.9923751
PF3D7_1434600,tr|F8VRR3|F8VRR3_HUMAN,58.108,370,628,146,4,1.15E-153,451,3423.56051
PF3D7_1434700,sp|O60830|TI17B_HUMAN,51.37,146,162,65,2,2.43E-41,137,4629.641975
PF3D7_1435000,sp|Q7KZN9|COX15_HUMAN,33.858,381,430,223,6,2.43E-63,210,2999.976279
PF3D7_1435300,sp|Q12882|DPYD_HUMAN,27.09,299,3106,192,10,1.06E-14,82,260.7826787
PF3D7_1435400,sp|Q5J8M3|EMC4_HUMAN,28.947,152,190,97,5,8.81E-15,69.7,2315.76
PF3D7_1435700,tr|A0A5F9ZHW5|A0A5F9ZHW5_HUMAN,24.39,246,908,160,11,3.37E-10,65.5,660.7863436
PF3D7_1435800,tr|J3QRV9|J3QRV9_HUMAN,40.86,93,504,53,1,3.50E-16,80.1,753.9642857
PF3D7_1436000,sp|P06744|G6PI_HUMAN,38.889,522,579,283,7,5.38E-121,369,3506.054922
PF3D7_1436500,sp|Q9BT17|MTG1_HUMAN,28.797,316,431,182,6,1.34E-33,129,2111.334571
PF3D7_1436600,sp|Q13976|KGP1_HUMAN,32.715,593,853,365,12,5.54E-96,315,2274.325322
PF3D7_1436800,sp|Q16740|CLPP_HUMAN,37.222,180,244,102,2,7.77E-36,129,2745.885246
PF3D7_1436900,sp|P49789|FHIT_HUMAN,37.607,117,200,73,0,1.19E-29,107,2200.0095
PF3D7_1437200,sp|P23921|RIR1_HUMAN,64.888,806,847,265,6,0,1077,6174.702243
PF3D7_1437400,sp|Q9NVE7|PANK4_HUMAN,23.529,221,766,131,6,0.000000895,53.5,678.839295
PF3D7_1437800,sp|Q8IUR0|TPPC5_HUMAN,37.158,183,184,106,5,4.02E-35,122,3695.605435
PF3D7_1437900,sp|P31689|DNJA1_HUMAN,39.364,409,424,222,9,4.20E-95,291,3797.140566
PF3D7_1438000,tr|F8WAE5|F8WAE5_HUMAN,33.887,301,661,186,5,7.00E-48,178,1543.114523
PF3D7_1438100,sp|Q99442|SEC62_HUMAN,23.423,111,377,78,3,0.000000209,53.5,689.6427056
PF3D7_1438500,sp|Q9UKF6|CPSF3_HUMAN,36.691,695,876,309,14,1.71E-144,444,2910.986872
PF3D7_1438600,sp|Q7L5D6|GET4_HUMAN,18.75,256,277,201,4,4.89E-10,60.1,1732.851986
PF3D7_1438700,tr|A0A9L9PXM3|A0A9L9PXM3_HUMAN,36.449,428,452,217,13,4.34E-82,260,3451.365487
PF3D7_1438900,sp|P30048|PRDX3_HUMAN,48.718,195,195,97,3,2.25E-63,197,4871.8
PF3D7_1439100,sp|Q8N3C0|ASCC3_HUMAN,36.76,642,2472,389,10,8.79E-119,422,954.6893204
PF3D7_1439300,sp|Q9UBS9|SUCO_HUMAN,27.273,154,1803,99,3,4.82E-11,69.3,232.947421
PF3D7_1439400,sp|P47985|UCRI_HUMAN,40.93,215,355,110,4,1.03E-52,176,2478.859155
PF3D7_1439500,tr|Q5T6K7|Q5T6K7_HUMAN,51.456,103,1074,47,1,1.73E-31,120,493.4793296
PF3D7_1439700,sp|Q9UIC8|LCMT1_HUMAN,33.333,312,327,200,6,1.93E-50,171,3180.39633
PF3D7_1439800,sp|Q9P0L0|VAPA_HUMAN,27.49,251,241,151,7,3.32E-19,84.3,2863.06639
PF3D7_1439900,sp|P60174|TPIS_HUMAN,43.265,245,248,138,1,1.89E-72,222,4274.163306
PF3D7_1440300,sp|P13716|HEM2_HUMAN,30.721,319,451,205,9,1.47E-45,162,2172.94878
PF3D7_1440500,sp|Q8N6M5|ALLC_HUMAN,24.4,250,553,145,9,5.17E-12,68.9,1103.074141
PF3D7_1441200,sp|P62906|RL10A_HUMAN,63.256,215,217,79,0,2.37E-88,260,6267.299539
PF3D7_1441300,sp|Q14680|MELK_HUMAN,33.564,289,2247,156,7,2.73E-41,164,431.6865154
PF3D7_1441400,sp|Q08945|SSRP1_HUMAN,30.297,472,506,313,8,1.03E-79,263,2826.12332
PF3D7_1441600,sp|Q9NZD8|SPG21_HUMAN,32.721,272,569,170,6,1.88E-39,147,1564.167311
PF3D7_1441700,sp|Q9Y6H3|ATP23_HUMAN,27.411,197,458,120,5,5.64E-17,81.3,1179.032096
PF3D7_1441800,sp|Q9NZZ3|CHMP5_HUMAN,29.902,204,229,130,5,1.62E-17,79,2663.758952
PF3D7_1442000,sp|P36404|ARL2_HUMAN,56.354,181,183,78,1,8.81E-69,208,5573.810929
PF3D7_1442200,sp|Q8N3Z3|GTPB8_HUMAN,33.01,206,1000,118,7,1.37E-22,100,680.006
PF3D7_1442300,tr|A0A8C8MUD1|A0A8C8MUD1_HUMAN,33.333,231,402,136,5,3.75E-26,106,1915.403731
PF3D7_1442500,tr|H0YLH3|H0YLH3_HUMAN,28.409,176,724,99,4,3.34E-15,79.7,690.6055249
PF3D7_1442900,tr|A0A7I2YQ65|A0A7I2YQ65_HUMAN,49.296,71,3384,36,0,3.16E-15,84.3,103.4283688
PF3D7_1443000,sp|Q92630|DYRK2_HUMAN,29.911,224,1268,111,6,1.20E-19,95.9,528.3962145
PF3D7_1443300,sp|Q9Y4Y9|LSM5_HUMAN,59.036,83,101,33,1,1.32E-29,102,4851.473267
PF3D7_1443500,tr|A0A494BZU6|A0A494BZU6_HUMAN,27.419,124,862,87,2,1.17E-09,62.8,394.4264501
PF3D7_1443600,sp|Q9UGJ1|GCP4_HUMAN,23.49,149,1898,110,2,6.19E-10,65.5,184.4051633
PF3D7_1443700,sp|Q8WVC6|DCAKD_HUMAN,30.387,181,274,123,3,1.11E-20,89,2007.316423
PF3D7_1443800,sp|O15541|R113A_HUMAN,47.761,134,408,62,5,2.71E-30,120,1568.621078
PF3D7_1443900,tr|H0YIV0|H0YIV0_HUMAN,37.276,727,927,369,16,1.84E-142,444,2923.371305
PF3D7_1444100,sp|Q4G0P3|HYDIN_HUMAN,20.074,1086,7231,712,20,1.46E-40,169,301.4847739
PF3D7_1444200,tr|C9J7T9|C9J7T9_HUMAN,27.344,128,207,87,4,0.000000365,48.9,1690.836715
PF3D7_1444300,sp|Q99943|PLCA_HUMAN,25,176,292,118,6,0.0000019,49.3,1506.849315
PF3D7_1444500,sp|Q9P2K8|E2AK4_HUMAN,30.915,317,1558,169,13,4.93E-31,134,629.0150834
PF3D7_1444800,sp|P09972|ALDOC_HUMAN,55.89,365,369,153,5,2.86E-132,383,5528.414634
PF3D7_1445100,tr|A0A6Q8PFF2|A0A6Q8PFF2_HUMAN,47.514,362,1132,170,6,1.21E-101,330,1519.440636
PF3D7_1445200,sp|Q9Y6V7|DDX49_HUMAN,28.056,499,796,261,18,4.75E-36,143,1758.786935
PF3D7_1445400,tr|B1AVT0|B1AVT0_HUMAN,37.249,349,881,197,9,1.08E-70,243,1475.584677
PF3D7_1445500,sp|Q13901|C1D_HUMAN,27.5,80,149,54,1,0.00000244,45.4,1476.510067
PF3D7_1445600,tr|A0A6I8PS38|A0A6I8PS38_HUMAN,30.841,107,596,68,2,6.11E-08,53.9,553.689094
PF3D7_1445900,sp|Q92841|DDX17_HUMAN,53.205,468,527,214,3,7.01E-173,506,4724.8463
PF3D7_1446200,sp|P28838|AMPL_HUMAN,39.883,341,605,179,10,1.64E-62,216,2247.950909
PF3D7_1446400,sp|P11177|ODPB_HUMAN,35.535,318,415,200,2,4.12E-67,218,2722.922892
PF3D7_1446600,sp|P41208|CETN2_HUMAN,54.194,155,168,71,0,3.03E-53,167,5000.041667
PF3D7_1446800,sp|Q15063|POSTN_HUMAN,24.204,157,205,96,4,0.0000886,43.9,1853.672195
PF3D7_1447000,sp|P15880|RS2_HUMAN,71.681,226,272,57,2,5.21E-113,328,5955.847794
PF3D7_1447900,sp|Q9NP58|ABCB6_HUMAN,33.866,626,1024,384,11,2.93E-111,365,2070.323828
PF3D7_1448000,sp|Q9UNX4|WDR3_HUMAN,28.715,397,1275,250,8,1.21E-40,164,894.1062745
PF3D7_1448200,tr|H0Y6U5|H0Y6U5_HUMAN,21.769,294,1206,212,5,3.71E-16,85.1,530.6870647
PF3D7_1448400,sp|Q5TEA6|SE1L2_HUMAN,28.571,406,851,256,11,9.02E-33,136,1363.081786
PF3D7_1448500,sp|Q8NEE8|TTC16_HUMAN,37.121,132,3704,71,8,0.000000111,59.3,132.2886609
PF3D7_1448800,sp|A1Z1Q3|MACD2_HUMAN,31.098,164,272,99,6,1.68E-13,70.9,1875.026471
PF3D7_1449100,tr|G3XAE9|G3XAE9_HUMAN,22.619,168,1029,118,4,0.000000121,57.4,369.2897959
PF3D7_1449300,sp|Q92994|TF3B_HUMAN,42.975,242,684,129,3,2.80E-55,201,1520.460526
PF3D7_1449400,tr|E9PRI1|E9PRI1_HUMAN,28.426,197,1271,126,6,3.28E-09,62,440.5918175
PF3D7_1449700,sp|Q01780|EXOSX_HUMAN,26.484,219,1136,144,6,5.91E-15,81.3,510.5630282
PF3D7_1450000,sp|Q6P2M8|KCC1B_HUMAN,33,300,376,181,9,3.21E-45,159,2632.978723
PF3D7_1450100,sp|P61011|SRP54_HUMAN,50.101,493,500,230,5,8.69E-180,514,4939.9586
PF3D7_1450300,sp|Q9UHB4|NDOR1_HUMAN,29.932,147,865,99,3,8.20E-11,66.6,508.6709827
PF3D7_1450500,sp|Q86X53|ERIC1_HUMAN,30.657,137,1653,82,4,0.00000911,51.2,254.084029
PF3D7_1450700,tr|I3L4D8|I3L4D8_HUMAN,40,105,620,53,4,1.98E-13,74.7,677.4193548
PF3D7_1450900,sp|P24752|THIL_HUMAN,34.085,399,398,244,9,1.01E-64,213,3417.06407
PF3D7_1451100,sp|P13639|EF2_HUMAN,62.718,861,832,289,8,0,1087,6490.408413
PF3D7_1451400,sp|Q8N6T7|SIR6_HUMAN,30.27,185,1304,123,2,9.53E-23,102,429.4440184
PF3D7_1451500,sp|Q8WUD4|CCD12_HUMAN,30,90,147,62,1,0.000000413,47.8,1836.734694
PF3D7_1451700,sp|Q96LZ3|CANB2_HUMAN,48.571,175,177,83,1,3.55E-54,170,4802.217514
PF3D7_1451800,sp|Q92673|SORL_HUMAN,29.352,586,895,306,20,7.39E-60,224,1921.818101
PF3D7_1451900,sp|Q2NL82|TSR1_HUMAN,47.321,112,1029,52,1,4.02E-25,113,515.0585034
PF3D7_1452100,tr|C9J177|C9J177_HUMAN,27.727,220,338,157,2,8.30E-13,68.9,1804.715976
PF3D7_1452300,sp|Q9GZP9|DERL2_HUMAN,21.212,198,354,142,5,0.00000219,49.3,1186.433898
PF3D7_1452500,tr|Q5U8S2|Q5U8S2_HUMAN,22.083,240,211,146,5,3.32E-16,75.5,2511.810427
PF3D7_1452600,tr|A0A286YFF8|A0A286YFF8_HUMAN,23.977,171,3347,105,5,0.00000208,55.1,122.499761
PF3D7_1452700,sp|O95232|LC7L3_HUMAN,34.894,235,336,139,4,1.53E-40,148,2440.502976
PF3D7_1453100,sp|Q9UJW0|DCTN4_HUMAN,22.436,156,630,71,3,0.000000909,52.8,555.5580952
PF3D7_1453500,tr|E9PCX7|E9PCX7_HUMAN,43.777,466,1176,241,6,9.12E-107,359,1734.70085
PF3D7_1453700,sp|Q9P035|HACD3_HUMAN,35.514,107,275,64,2,1.86E-10,61.6,1381.817455
PF3D7_1453800,tr|A0A8Q3SJB9|A0A8Q3SJB9_HUMAN,44.086,372,910,198,3,9.34E-106,336,1802.196923
PF3D7_1454000,sp|Q96I25|SPF45_HUMAN,34.783,161,511,98,2,8.60E-18,86.3,1095.90274
PF3D7_1454300,sp|Q8IWQ3|BRSK2_HUMAN,40.078,257,765,152,2,7.17E-66,233,1346.411242
PF3D7_1454400,sp|Q9NQW7|XPP1_HUMAN,31.976,663,777,374,19,3.56E-94,307,2728.454054
PF3D7_1454500,sp|Q9H1K1|ISCU_HUMAN,62.4,125,162,46,1,7.86E-52,163,4814.814815
PF3D7_1454700,sp|P52209|6PGD_HUMAN,44.776,469,468,254,5,2.19E-131,389,4487.167521
PF3D7_1455000,tr|A0A3B3IS24|A0A3B3IS24_HUMAN,29.787,282,410,159,10,1.92E-28,115,2048.76439
PF3D7_1455100,sp|Q9BY84|DUS16_HUMAN,36.667,150,171,92,3,4.27E-23,95.9,3216.403509
PF3D7_1455200,sp|P0DPD7|EFMT4_HUMAN,29.121,182,205,117,4,1.61E-28,108,2585.376585
PF3D7_1455500,sp|O43747|AP1G1_HUMAN,51.331,263,1081,126,1,9.36E-87,299,1248.848566
PF3D7_1455600,sp|Q9NZM1|MYOF_HUMAN,24.153,472,1904,275,15,2.32E-21,103,598.7508403
PF3D7_1455800,tr|B7Z8V9|B7Z8V9_HUMAN,28.571,105,1617,73,2,0.00000335,52,185.525974
PF3D7_1455900,sp|Q9H8P0|SR5A3_HUMAN,26.295,251,285,146,8,2.30E-11,64.3,2315.805263
PF3D7_1456100,sp|P34897|GLYM_HUMAN,21.308,474,462,323,18,2.28E-18,88.6,2186.145455
PF3D7_1456500,sp|Q8WVM7|STAG1_HUMAN,21.849,119,2391,87,2,0.0000507,50.1,108.742409
PF3D7_1456600,tr|A2IDC7|A2IDC7_HUMAN,30,120,281,71,4,0.00000977,46.2,1281.13879
PF3D7_1456700,sp|O15131|IMA6_HUMAN,25.628,199,684,126,5,1.51E-14,78.2,745.6099415
PF3D7_1456900,sp|Q8WUR7|CO040_HUMAN,28.125,96,147,67,2,0.00000252,45.4,1836.734694
PF3D7_1457000,sp|Q8TCT9|HM13_HUMAN,35.977,353,412,196,5,8.01E-65,213,3082.495388
PF3D7_1457200,sp|P10599|THIO_HUMAN,39.604,101,104,59,1,1.10E-22,85.5,3846.157692
PF3D7_1457300,sp|Q53EL6|PDCD4_HUMAN,23.311,296,639,210,7,2.89E-14,76.6,1079.82097
PF3D7_1457500,sp|O75351|VPS4B_HUMAN,43.478,437,419,216,7,3.99E-124,367,4534.578998
PF3D7_1458000,tr|E9PKT6|E9PKT6_HUMAN,31.818,352,569,170,14,2.67E-45,162,1968.354306
PF3D7_1458500,sp|Q9HC77|CPAP_HUMAN,26.05,119,1469,84,2,0.0000302,50.1,211.0245065
PF3D7_1458700,sp|Q9H790|EXO5_HUMAN,27.365,296,353,180,9,1.36E-17,84,2294.628895
PF3D7_1458900,sp|Q9NYZ1|TV23B_HUMAN,28.289,152,230,97,2,3.34E-17,77.8,1869.533913
PF3D7_1459000,tr|F6QDS0|F6QDS0_HUMAN,39.225,413,741,213,10,1.32E-84,277,2186.224696
PF3D7_1459600,sp|Q96N21|AP4AT_HUMAN,28.333,180,801,117,4,1.21E-10,65.9,636.6966292
PF3D7_1459700,sp|Q8NCW5|NNRE_HUMAN,42.105,228,287,120,5,2.10E-58,189,3344.926829
PF3D7_1459800,sp|P55061|BI1_HUMAN,35.111,225,243,141,2,5.01E-35,125,3251.018519
PF3D7_1460100,tr|Q49AA1|Q49AA1_HUMAN,41.975,81,325,41,1,1.11E-17,80.9,1046.146154
PF3D7_1460300,sp|P47914|RL29_HUMAN,60.87,46,67,18,0,1.26E-15,67,4179.134328
PF3D7_1460400,sp|P15374|UCHL3_HUMAN,36.444,225,232,132,5,9.48E-42,142,3534.439655
PF3D7_1460700,sp|P61353|RL27_HUMAN,45.736,129,146,68,2,3.54E-34,117,4041.057534
PF3D7_1460800,sp|Q92966|SNPC3_HUMAN,23.926,163,635,116,5,0.0000912,46.2,614.1634646
PF3D7_1461200,sp|Q9NV31|IMP3_HUMAN,45.304,181,183,98,1,3.82E-64,196,4480.887432
PF3D7_1461300,sp|P62857|RS28_HUMAN,69.841,63,67,16,1,6.22E-24,85.9,6567.138806
PF3D7_1461400,tr|A0A7P0T9U5|A0A7P0T9U5_HUMAN,27.542,236,322,127,7,1.20E-19,90.9,2018.606211
PF3D7_1461500,sp|Q9BWT6|MND1_HUMAN,30.097,206,204,130,3,1.42E-23,94,3039.206863
PF3D7_1461600,tr|E9PPJ0|E9PPJ0_HUMAN,40.476,378,677,184,9,7.28E-64,228,2259.959823
PF3D7_1461800,sp|Q14152|EIF3A_HUMAN,17.371,213,2739,167,2,3.85E-09,63.9,135.0866375
PF3D7_1461900,tr|A0A140T936|A0A140T936_HUMAN,41.366,1054,1090,526,17,0,847,3999.978349
PF3D7_1462000,sp|Q8N427|TXND3_HUMAN,31.034,116,121,73,3,1.87E-12,63.5,2975.160331
PF3D7_1462300,sp|Q96PP9|GBP4_HUMAN,33.766,77,1357,39,2,0.000000154,57,191.5977892
PF3D7_1462500,sp|Q8NEY3|SPAT4_HUMAN,42.254,71,762,40,1,1.66E-08,57.8,393.7052493
PF3D7_1462700,sp|P08574|CY1_HUMAN,51.293,232,394,113,0,2.36E-79,248,3020.298477
PF3D7_1462800,sp|P04406|G3P_HUMAN,64.286,336,337,117,2,1.23E-159,450,6409.524036
PF3D7_1463200,sp|P40937|RFC5_HUMAN,47.302,315,344,159,3,4.57E-99,297,4331.43314
PF3D7_1463300,sp|Q14181|DPOA2_HUMAN,24.603,378,539,234,16,1.03E-22,103,1725.405195
PF3D7_1463400,sp|P05423|RPC4_HUMAN,26.144,153,336,95,4,4.91E-10,61.2,1190.485714
PF3D7_1463700,sp|P51946|CCNH_HUMAN,23.103,290,326,170,13,0.000000384,52,2055.174847
PF3D7_1464200,sp|P61129|ZC3H6_HUMAN,33.019,106,337,59,6,0.00000014,54.3,1038.579822
PF3D7_1464400,sp|O00488|ZN593_HUMAN,29.787,94,104,57,2,6.29E-08,48.1,2692.286538
PF3D7_1464700,sp|P61421|VA0D1_HUMAN,40.909,374,382,191,5,2.60E-89,274,4005.226702
PF3D7_1464900,sp|Q96TA2|YMEL1_HUMAN,50.224,446,706,218,3,4.51E-153,463,3172.790935
PF3D7_1465300,tr|E7ES68|E7ES68_HUMAN,30.921,304,858,184,5,3.15E-39,155,1095.569231
